,Households,Population,Total_rooms,Total_bedrooms,Longitude,Latitude,Median_income,Median_house_value,Ocean_proximity
4310,259.0,680.0,1443.0,273.0,-118.98,35.4,2.9821,73100.0,INLAND
4311,259.0,606.0,1221.0,254.0,-117.08,32.76,3.0833,155400.0,NEAR OCEAN
4312,259.0,802.0,1727.0,289.0,-119.77,36.44,3.2083,75000.0,INLAND
4313,259.0,645.0,1294.0,269.0,-122.04,36.96,3.2437,223900.0,NEAR OCEAN
4314,259.0,1369.0,1115.0,268.0,-117.86,33.73,3.5694,150500.0,<1H OCEAN
4315,259.0,721.0,1777.0,307.0,-117.08,34.96,3.6343,79800.0,INLAND
4316,259.0,604.0,1734.0,280.0,-117.28,34.15,3.8292,122200.0,INLAND
4317,259.0,565.0,1627.0,280.0,-122.25,37.85,3.8462,342200.0,NEAR BAY
4318,259.0,773.0,1488.0,252.0,-120.83,37.52,4.1859,150000.0,INLAND
4319,259.0,636.0,1464.0,302.0,-122.41,37.62,4.25,284100.0,NEAR OCEAN
4320,259.0,801.0,1209.0,309.0,-122.49,37.5,4.5625,500000.0,NEAR OCEAN
4321,259.0,694.0,1647.0,261.0,-117.22,32.85,4.6875,274400.0,NEAR OCEAN
4322,259.0,928.0,1452.0,251.0,-118.75,34.28,4.6908,186600.0,<1H OCEAN
4323,259.0,799.0,1710.0,288.0,-121.83,38.0,4.8359,145300.0,INLAND
4324,259.0,743.0,1440.0,267.0,-121.98,37.36,5.0866,254600.0,<1H OCEAN
4325,259.0,716.0,1575.0,262.0,-122.68,38.48,5.3409,244600.0,<1H OCEAN
4326,259.0,751.0,1534.0,258.0,-118.4,34.0,5.444,336000.0,<1H OCEAN
4327,259.0,798.0,1505.0,262.0,-117.93,34.06,5.4635,202100.0,<1H OCEAN
4328,259.0,835.0,1538.0,260.0,-117.65,33.65,5.5779,234800.0,<1H OCEAN
4329,259.0,690.0,1509.0,291.0,-118.38,34.06,6.2344,500001.0,<1H OCEAN
4330,259.0,607.0,1448.0,244.0,-118.39,33.88,8.1513,500001.0,<1H OCEAN
4331,259.0,683.0,1803.0,257.0,-122.15,37.46,10.9508,500001.0,NEAR BAY
4332,259.0,857.0,2686.0,283.0,-118.4,34.09,15.0001,500001.0,<1H OCEAN
4333,260.0,485.0,1050.0,288.0,-121.55,39.51,1.1607,51700.0,INLAND
4334,260.0,640.0,1371.0,319.0,-124.19,40.78,1.8242,70000.0,NEAR OCEAN
4335,260.0,768.0,1296.0,287.0,-122.2,39.93,1.9191,54400.0,INLAND
4336,260.0,901.0,990.0,261.0,-122.18,37.75,2.1731,82000.0,NEAR BAY
4337,260.0,1334.0,1230.0,277.0,-116.16,33.68,2.2679,61400.0,INLAND
4338,260.0,994.0,984.0,276.0,-118.26,34.08,2.3816,166700.0,<1H OCEAN
4339,260.0,1193.0,1273.0,264.0,-118.19,34.05,2.4375,122900.0,<1H OCEAN
4340,260.0,611.0,1264.0,273.0,-121.05,39.21,2.535,117100.0,INLAND
4341,260.0,688.0,1191.0,242.0,-120.84,37.51,2.7243,138400.0,INLAND
4342,260.0,540.0,1695.0,290.0,-119.03,35.38,2.7312,147100.0,INLAND
4343,260.0,590.0,1226.0,279.0,-122.33,37.94,2.8833,140400.0,NEAR BAY
4344,260.0,525.0,1426.0,287.0,-122.74,38.47,3.0714,161700.0,<1H OCEAN
4345,260.0,685.0,1172.0,261.0,-118.34,34.02,3.1442,130300.0,<1H OCEAN
4346,260.0,896.0,1453.0,251.0,-119.98,36.74,3.4861,112500.0,INLAND
4347,260.0,729.0,1150.0,249.0,-121.98,37.35,3.5491,261100.0,<1H OCEAN
4348,260.0,736.0,1475.0,238.0,-121.3,37.96,3.6591,105100.0,INLAND
4349,260.0,781.0,1316.0,249.0,-119.73,36.8,3.7578,69200.0,INLAND
4350,260.0,899.0,1607.0,280.0,-117.07,32.58,3.8194,134400.0,NEAR OCEAN
4351,260.0,899.0,1493.0,258.0,-118.06,34.58,3.86,109300.0,INLAND
4352,260.0,585.0,1306.0,293.0,-117.93,33.88,4.0812,241700.0,<1H OCEAN
4353,260.0,683.0,1529.0,266.0,-117.09,32.79,4.0982,171200.0,NEAR OCEAN
4354,260.0,672.0,1655.0,256.0,-118.32,34.02,4.2554,194300.0,<1H OCEAN
4355,260.0,637.0,1301.0,253.0,-118.27,34.16,4.3438,252700.0,<1H OCEAN
4356,260.0,608.0,1607.0,282.0,-117.3,34.15,4.3438,115000.0,INLAND
4357,260.0,688.0,1467.0,259.0,-118.09,34.15,4.3452,260100.0,INLAND
4358,260.0,965.0,1933.0,280.0,-121.33,38.04,4.6477,142700.0,INLAND
4359,260.0,722.0,1463.0,257.0,-118.11,33.84,4.8438,226300.0,<1H OCEAN
4360,260.0,943.0,1320.0,270.0,-117.04,32.68,5.0947,152700.0,NEAR OCEAN
4361,260.0,775.0,1527.0,267.0,-121.99,37.27,5.9658,278000.0,<1H OCEAN
4362,260.0,831.0,1804.0,254.0,-121.91,37.68,6.177,262900.0,<1H OCEAN
4363,260.0,826.0,1986.0,278.0,-117.78,33.81,7.7752,380000.0,<1H OCEAN
4364,260.0,753.0,1765.0,263.0,-119.63,34.42,8.5608,500001.0,<1H OCEAN
4365,260.0,822.0,2556.0,304.0,-117.82,33.81,9.9055,456900.0,<1H OCEAN
4366,260.0,749.0,2234.0,276.0,-118.1,34.13,15.0001,500001.0,<1H OCEAN
4367,261.0,3574.0,626.0,212.0,-120.65,35.32,1.0298,300000.0,NEAR OCEAN
4368,261.0,634.0,492.0,269.0,-118.29,34.07,1.6406,300000.0,<1H OCEAN
4369,261.0,683.0,1175.0,251.0,-119.86,36.43,1.7176,58400.0,INLAND
4370,261.0,925.0,1284.0,278.0,-118.16,34.16,1.7321,178400.0,<1H OCEAN
4371,261.0,928.0,1227.0,294.0,-122.16,37.75,1.8235,95200.0,NEAR BAY
4372,261.0,598.0,1124.0,290.0,-117.81,35.65,1.8984,54300.0,INLAND
4373,261.0,800.0,1220.0,275.0,-122.36,40.58,1.9181,118800.0,INLAND
4374,261.0,867.0,1276.0,270.0,-115.37,32.82,1.9375,80900.0,INLAND
4375,261.0,601.0,1236.0,238.0,-122.91,39.06,1.939,100300.0,INLAND
4376,261.0,946.0,1236.0,272.0,-119.74,36.73,2.0536,50000.0,INLAND
4377,261.0,576.0,818.0,269.0,-121.94,37.33,2.1902,250000.0,<1H OCEAN
4378,261.0,1288.0,972.0,249.0,-118.24,33.98,2.2054,125000.0,<1H OCEAN
4379,261.0,1168.0,1468.0,298.0,-117.4,33.93,2.2222,81300.0,INLAND
4380,261.0,464.0,1174.0,242.0,-121.25,38.14,2.3,133300.0,INLAND
4381,261.0,949.0,952.0,271.0,-118.18,33.93,2.4297,147200.0,<1H OCEAN
4382,261.0,1191.0,946.0,272.0,-118.17,34.02,2.45,132000.0,<1H OCEAN
4383,261.0,649.0,1010.0,274.0,-117.82,33.67,2.5197,350000.0,<1H OCEAN
4384,261.0,665.0,1527.0,269.0,-121.59,39.86,2.8657,119600.0,INLAND
4385,261.0,688.0,1300.0,304.0,-118.3,34.25,3.1523,176700.0,<1H OCEAN
4386,261.0,705.0,1323.0,245.0,-122.04,37.97,3.1968,151000.0,NEAR BAY
4387,261.0,623.0,1485.0,236.0,-117.66,34.08,3.3036,141000.0,INLAND
4388,261.0,1369.0,1028.0,278.0,-118.35,33.94,3.3125,144600.0,<1H OCEAN
4389,261.0,1128.0,1211.0,234.0,-118.21,33.89,3.4792,110700.0,<1H OCEAN
4390,261.0,904.0,1028.0,275.0,-122.46,37.7,3.5035,238600.0,NEAR OCEAN
4391,261.0,672.0,1464.0,244.0,-122.15,37.7,3.5547,194700.0,NEAR BAY
4392,261.0,882.0,1611.0,285.0,-120.82,37.49,3.5547,122400.0,INLAND
4393,261.0,749.0,1432.0,265.0,-118.12,33.91,3.5772,207400.0,<1H OCEAN
4394,261.0,712.0,2708.0,481.0,-120.04,38.86,3.7891,117700.0,INLAND
4395,261.0,1168.0,1115.0,250.0,-121.83,37.28,3.9009,178600.0,<1H OCEAN
4396,261.0,830.0,1722.0,280.0,-118.32,33.94,4.0536,189000.0,<1H OCEAN
4397,261.0,706.0,1342.0,259.0,-118.34,33.9,4.1776,236600.0,<1H OCEAN
4398,261.0,633.0,1651.0,279.0,-121.06,39.04,4.2802,194800.0,INLAND
4399,261.0,718.0,1504.0,280.0,-118.02,34.11,4.625,219000.0,INLAND
4400,261.0,741.0,1660.0,277.0,-122.12,37.99,4.675,225400.0,NEAR BAY
4401,261.0,661.0,1396.0,245.0,-117.9,33.88,4.675,215400.0,<1H OCEAN
4402,261.0,917.0,1580.0,241.0,-117.13,32.92,4.7266,191100.0,<1H OCEAN
4403,261.0,817.0,1417.0,264.0,-117.95,33.69,4.875,230400.0,<1H OCEAN
4404,261.0,910.0,1310.0,267.0,-121.88,37.44,5.3994,237900.0,<1H OCEAN
4405,261.0,689.0,1426.0,259.0,-118.41,34.0,5.5284,331000.0,<1H OCEAN
4406,261.0,793.0,2095.0,280.0,-117.85,33.84,6.6719,271700.0,<1H OCEAN
4407,261.0,703.0,2112.0,305.0,-117.7,33.56,6.9343,298500.0,<1H OCEAN
4408,261.0,791.0,1795.0,285.0,-122.09,37.35,7.5794,500001.0,NEAR BAY
4409,261.0,735.0,1711.0,264.0,-118.53,34.04,9.1078,500001.0,<1H OCEAN
4410,262.0,941.0,991.0,272.0,-120.38,36.76,1.8125,58000.0,INLAND
4411,262.0,624.0,1454.0,326.0,-114.57,33.57,1.925,65500.0,INLAND
4412,262.0,810.0,1380.0,,-120.97,37.43,2.1875,137500.0,INLAND
4413,262.0,713.0,5799.0,1527.0,-116.82,34.24,2.5147,84700.0,INLAND
4414,262.0,638.0,1783.0,337.0,-120.65,38.5,2.65,116700.0,INLAND
4415,262.0,792.0,1691.0,308.0,-121.24,36.34,2.6648,164600.0,<1H OCEAN
4416,262.0,724.0,1437.0,295.0,-117.69,34.09,2.725,140200.0,INLAND
4417,262.0,1164.0,1011.0,274.0,-118.19,34.04,2.8542,146900.0,<1H OCEAN
4418,262.0,863.0,1210.0,281.0,-121.74,36.92,3.1062,156000.0,<1H OCEAN
4419,262.0,598.0,1380.0,269.0,-117.39,33.95,3.1667,122900.0,INLAND
4420,262.0,1251.0,1195.0,256.0,-118.22,33.92,3.4539,125000.0,<1H OCEAN
4421,262.0,861.0,1443.0,266.0,-117.91,34.08,3.5795,186900.0,<1H OCEAN
4422,262.0,595.0,1576.0,287.0,-120.9,35.33,3.588,266300.0,NEAR OCEAN
4423,262.0,632.0,1597.0,301.0,-121.24,40.31,3.5962,93600.0,INLAND
4424,262.0,501.0,1354.0,284.0,-118.4,34.16,3.8056,384700.0,<1H OCEAN
4425,262.0,610.0,1395.0,285.0,-118.48,34.04,3.9659,500001.0,<1H OCEAN
4426,262.0,818.0,1378.0,235.0,-121.43,38.46,4.0625,100300.0,INLAND
4427,262.0,778.0,1607.0,253.0,-116.94,32.84,4.5278,166300.0,<1H OCEAN
4428,262.0,746.0,1704.0,277.0,-118.3,34.19,4.7986,326100.0,<1H OCEAN
4429,262.0,724.0,1454.0,236.0,-117.83,33.79,4.8542,218100.0,<1H OCEAN
4430,262.0,761.0,1394.0,254.0,-118.46,34.26,4.9485,217100.0,<1H OCEAN
4431,262.0,748.0,1605.0,258.0,-121.34,38.58,5.0917,134100.0,INLAND
4432,262.0,662.0,1365.0,256.0,-122.05,37.37,5.6533,291400.0,<1H OCEAN
4433,262.0,778.0,1714.0,270.0,-122.04,37.3,6.075,417000.0,<1H OCEAN
4434,262.0,879.0,1632.0,248.0,-121.92,38.01,6.1237,166000.0,INLAND
4435,262.0,831.0,1869.0,311.0,-117.62,34.11,6.148,243900.0,INLAND
4436,262.0,659.0,1817.0,262.0,-122.31,37.52,6.8336,457200.0,NEAR OCEAN
4437,263.0,861.0,1303.0,308.0,-121.47,38.55,1.0208,55800.0,INLAND
4438,263.0,1280.0,962.0,291.0,-118.25,34.01,1.4464,110200.0,<1H OCEAN
4439,263.0,576.0,1260.0,268.0,-120.44,37.29,1.7222,101500.0,INLAND
4440,263.0,900.0,932.0,254.0,-122.19,37.77,1.8039,92300.0,NEAR BAY
4441,263.0,1150.0,637.0,273.0,-118.26,34.06,1.8625,131300.0,<1H OCEAN
4442,263.0,970.0,1081.0,282.0,-118.22,34.09,1.875,150000.0,<1H OCEAN
4443,263.0,1011.0,999.0,264.0,-122.23,37.79,1.8854,137500.0,NEAR BAY
4444,263.0,569.0,1069.0,296.0,-118.15,35.06,2.0441,73300.0,INLAND
4445,263.0,1178.0,1000.0,275.0,-118.2,33.9,2.12,105000.0,<1H OCEAN
4446,263.0,1339.0,1090.0,267.0,-118.23,33.94,2.1607,97600.0,<1H OCEAN
4447,263.0,722.0,1326.0,300.0,-117.38,34.13,2.1856,107800.0,INLAND
4448,263.0,1055.0,1241.0,298.0,-118.19,34.08,2.3409,115500.0,<1H OCEAN
4449,263.0,1337.0,1252.0,273.0,-118.04,34.05,2.6579,156800.0,<1H OCEAN
4450,263.0,1129.0,1212.0,272.0,-118.19,33.99,2.6673,142300.0,<1H OCEAN
4451,263.0,671.0,1257.0,311.0,-119.69,34.43,2.875,280600.0,<1H OCEAN
4452,263.0,842.0,1715.0,271.0,-121.49,38.5,3.0313,87900.0,INLAND
4453,263.0,499.0,1235.0,271.0,-118.24,34.15,3.1435,282600.0,<1H OCEAN
4454,263.0,853.0,1417.0,263.0,-120.79,37.53,3.3083,108300.0,INLAND
4455,263.0,669.0,1538.0,255.0,-122.13,38.26,3.3281,170200.0,NEAR BAY
4456,263.0,696.0,1526.0,256.0,-122.31,37.93,3.5089,261900.0,NEAR BAY
4457,263.0,741.0,1534.0,275.0,-121.29,38.12,3.9607,132500.0,INLAND
4458,263.0,1236.0,1421.0,300.0,-117.88,33.72,3.9844,165300.0,<1H OCEAN
4459,263.0,1092.0,1422.0,260.0,-117.89,33.71,4.7422,202400.0,<1H OCEAN
4460,263.0,607.0,1437.0,266.0,-122.32,37.55,4.8068,369700.0,NEAR OCEAN
4461,263.0,823.0,1398.0,261.0,-118.3,33.87,5.0641,234900.0,<1H OCEAN
4462,263.0,704.0,1630.0,253.0,-120.63,35.27,5.156,251300.0,NEAR OCEAN
4463,263.0,811.0,1548.0,256.0,-117.85,33.9,5.2037,242200.0,<1H OCEAN
4464,263.0,702.0,1755.0,299.0,-121.75,37.68,5.2443,183400.0,INLAND
4465,263.0,924.0,1790.0,269.0,-118.1,33.84,5.296,226200.0,<1H OCEAN
4466,263.0,719.0,1683.0,273.0,-117.92,33.88,5.3649,243600.0,<1H OCEAN
4467,263.0,681.0,1392.0,267.0,-117.77,33.7,5.4248,187200.0,<1H OCEAN
4468,263.0,581.0,1361.0,252.0,-118.39,33.96,5.8143,340700.0,<1H OCEAN
4469,263.0,731.0,1751.0,269.0,-122.09,37.7,6.005,263900.0,NEAR BAY
4470,263.0,768.0,1650.0,246.0,-121.82,37.38,6.8462,320900.0,<1H OCEAN
4471,263.0,700.0,2273.0,298.0,-119.84,36.83,6.8645,195900.0,INLAND
4472,263.0,945.0,1489.0,262.0,-121.86,37.41,7.3861,267000.0,<1H OCEAN
4473,263.0,767.0,1792.0,252.0,-121.3,38.12,7.6889,229300.0,INLAND
4474,263.0,729.0,1879.0,265.0,-122.02,37.84,7.7072,443800.0,NEAR BAY
4475,263.0,842.0,2296.0,275.0,-118.88,34.19,7.7889,309900.0,<1H OCEAN
4476,263.0,635.0,1835.0,264.0,-122.19,37.82,8.317,365900.0,NEAR BAY
4477,264.0,570.0,1215.0,282.0,-122.27,37.83,1.4861,97200.0,NEAR BAY
4478,264.0,1226.0,932.0,295.0,-118.23,33.97,1.6065,111400.0,<1H OCEAN
4479,264.0,623.0,994.0,258.0,-121.43,37.74,1.725,111500.0,INLAND
4480,264.0,686.0,1580.0,372.0,-123.66,41.3,1.8065,62700.0,<1H OCEAN
4481,264.0,697.0,1120.0,283.0,-122.26,37.85,2.125,140000.0,NEAR BAY
4482,264.0,623.0,1139.0,265.0,-121.85,39.74,2.2833,85800.0,INLAND
4483,264.0,793.0,1408.0,311.0,-119.29,34.37,2.5441,161200.0,NEAR OCEAN
4484,264.0,451.0,1765.0,399.0,-116.56,33.83,2.6083,321900.0,INLAND
4485,264.0,525.0,920.0,202.0,-122.01,36.97,2.9444,232800.0,NEAR OCEAN
4486,264.0,926.0,1492.0,284.0,-119.61,36.33,3.0139,61500.0,INLAND
4487,264.0,671.0,1649.0,342.0,-119.93,35.2,3.0602,69800.0,INLAND
4488,264.0,730.0,1380.0,248.0,-117.34,34.08,3.2305,93700.0,INLAND
4489,264.0,577.0,1189.0,281.0,-118.08,33.81,3.3155,237500.0,<1H OCEAN
4490,264.0,704.0,1297.0,292.0,-118.32,33.96,3.3214,166500.0,<1H OCEAN
4491,264.0,655.0,1743.0,366.0,-122.18,38.49,3.3393,146900.0,INLAND
4492,264.0,752.0,1258.0,245.0,-117.18,34.07,3.3924,97400.0,INLAND
4493,264.0,1120.0,947.0,257.0,-121.76,36.92,3.4125,160700.0,<1H OCEAN
4494,264.0,687.0,1324.0,267.0,-118.0,33.77,3.4327,192800.0,<1H OCEAN
4495,264.0,825.0,1527.0,320.0,-122.25,37.77,3.4531,208800.0,NEAR BAY
4496,264.0,590.0,1077.0,318.0,-122.07,37.88,3.5536,387200.0,NEAR BAY
4497,264.0,370.0,1226.0,288.0,-118.38,34.08,3.9375,450000.0,<1H OCEAN
4498,264.0,540.0,1856.0,273.0,-118.32,34.13,4.0833,500001.0,<1H OCEAN
4499,264.0,1227.0,1678.0,275.0,-117.3,33.26,4.1713,133800.0,<1H OCEAN
4500,264.0,983.0,1414.0,263.0,-118.11,33.92,4.1767,156600.0,<1H OCEAN
4501,264.0,974.0,1554.0,273.0,-118.2,33.87,4.2135,161400.0,<1H OCEAN
4502,264.0,1322.0,1461.0,286.0,-117.85,33.8,4.3269,194100.0,<1H OCEAN
4503,264.0,667.0,1617.0,306.0,-121.77,37.22,4.5221,191100.0,<1H OCEAN
4504,264.0,654.0,1132.0,269.0,-118.45,33.99,4.5673,343100.0,<1H OCEAN
4505,264.0,809.0,1270.0,258.0,-117.82,33.73,5.0162,223000.0,<1H OCEAN
4506,264.0,753.0,1541.0,280.0,-118.24,34.23,5.1028,292100.0,<1H OCEAN
4507,264.0,890.0,1387.0,238.0,-118.01,33.77,5.422,204100.0,<1H OCEAN
4508,264.0,734.0,1579.0,243.0,-122.28,37.96,5.5,201000.0,NEAR BAY
4509,264.0,607.0,1758.0,316.0,-122.54,37.98,5.5083,371900.0,NEAR BAY
4510,264.0,928.0,1679.0,271.0,-118.94,34.17,5.5681,235600.0,<1H OCEAN
4511,264.0,595.0,1695.0,281.0,-118.4,34.14,6.0678,399300.0,<1H OCEAN
4512,264.0,498.0,1471.0,308.0,-118.41,33.88,7.0842,500001.0,<1H OCEAN
4513,264.0,852.0,2085.0,292.0,-121.93,37.89,7.3445,366700.0,INLAND
4514,265.0,999.0,1126.0,270.0,-118.27,33.96,0.5495,91700.0,<1H OCEAN
4515,265.0,583.0,844.0,249.0,-122.36,37.94,0.9687,105800.0,NEAR BAY
4516,265.0,931.0,1555.0,324.0,-118.31,34.02,1.4712,105800.0,<1H OCEAN
4517,265.0,600.0,1312.0,315.0,-119.95,37.47,1.5,91500.0,INLAND
4518,265.0,1211.0,1215.0,273.0,-118.24,33.94,1.7212,95500.0,<1H OCEAN
4519,265.0,891.0,720.0,267.0,-118.31,34.09,1.8977,100000.0,<1H OCEAN
4520,265.0,744.0,1548.0,290.0,-122.19,40.07,1.9773,55000.0,INLAND
4521,265.0,1146.0,1082.0,294.0,-117.12,32.69,2.0673,88500.0,NEAR OCEAN
4522,265.0,871.0,1388.0,276.0,-122.38,37.73,2.1667,193800.0,NEAR BAY
4523,265.0,1018.0,1440.0,267.0,-119.5,36.62,2.2206,63400.0,INLAND
4524,265.0,1145.0,991.0,255.0,-118.02,34.05,2.3611,167000.0,<1H OCEAN
4525,265.0,649.0,1449.0,277.0,-119.7,36.94,2.4861,86300.0,INLAND
4526,265.0,590.0,1502.0,272.0,-117.11,32.77,2.5952,190300.0,NEAR OCEAN
4527,265.0,718.0,1408.0,280.0,-122.27,37.78,2.6806,207900.0,NEAR BAY
4528,265.0,1052.0,1451.0,292.0,-120.73,37.38,2.8698,72900.0,INLAND
4529,265.0,1651.0,1145.0,274.0,-118.07,33.89,3.125,120300.0,<1H OCEAN
4530,265.0,792.0,1648.0,285.0,-119.56,36.09,3.2847,64700.0,INLAND
4531,265.0,765.0,1295.0,276.0,-118.34,34.03,3.4306,130200.0,<1H OCEAN
4532,265.0,650.0,1351.0,270.0,-122.49,37.76,3.5278,339800.0,NEAR BAY
4533,265.0,773.0,1511.0,272.0,-117.58,33.87,3.5313,142100.0,INLAND
4534,265.0,965.0,1196.0,236.0,-124.1,40.47,3.5345,55000.0,<1H OCEAN
4535,265.0,488.0,1220.0,267.0,-121.91,36.62,3.7454,243800.0,<1H OCEAN
4536,265.0,630.0,1222.0,264.0,-122.27,37.78,3.7708,215300.0,NEAR BAY
4537,265.0,747.0,1737.0,290.0,-121.87,39.74,3.9,147000.0,INLAND
4538,265.0,710.0,3419.0,777.0,-116.88,34.08,3.9028,128600.0,INLAND
4539,265.0,478.0,1214.0,300.0,-118.46,33.99,4.0156,500001.0,<1H OCEAN
4540,265.0,792.0,1580.0,288.0,-117.31,33.24,4.0469,162400.0,<1H OCEAN
4541,265.0,743.0,1496.0,271.0,-118.13,33.8,4.4312,226000.0,<1H OCEAN
4542,265.0,782.0,1344.0,258.0,-122.49,37.69,4.5,275600.0,NEAR OCEAN
4543,265.0,689.0,1598.0,285.0,-122.47,37.75,4.6071,337400.0,NEAR BAY
4544,265.0,840.0,1737.0,270.0,-117.83,33.89,4.625,245700.0,<1H OCEAN
4545,265.0,827.0,1475.0,269.0,-118.13,33.9,4.7663,191600.0,<1H OCEAN
4546,265.0,747.0,1868.0,315.0,-120.37,34.69,4.7946,290600.0,NEAR OCEAN
4547,265.0,1250.0,1520.0,269.0,-117.06,32.69,4.8875,157700.0,NEAR OCEAN
4548,265.0,530.0,1344.0,279.0,-117.97,33.88,5.0731,185100.0,<1H OCEAN
4549,265.0,732.0,1548.0,279.0,-118.05,33.82,5.123,159600.0,<1H OCEAN
4550,265.0,1012.0,1579.0,300.0,-118.45,34.27,5.1296,195900.0,<1H OCEAN
4551,265.0,702.0,1776.0,301.0,-118.34,34.26,5.2661,314900.0,<1H OCEAN
4552,265.0,713.0,2036.0,272.0,-117.61,33.44,6.5954,346200.0,NEAR OCEAN
4553,265.0,699.0,2052.0,287.0,-117.23,32.73,7.5557,441400.0,NEAR OCEAN
4554,265.0,810.0,1799.0,233.0,-117.95,33.67,8.289,372400.0,<1H OCEAN
4555,265.0,842.0,2113.0,256.0,-119.09,35.35,8.5325,224100.0,INLAND
4556,265.0,813.0,2248.0,255.0,-118.33,34.07,15.0001,500001.0,<1H OCEAN
4557,266.0,523.0,1280.0,281.0,-121.07,38.9,1.7375,122200.0,INLAND
4558,266.0,602.0,1170.0,290.0,-118.44,35.13,1.7917,80000.0,INLAND
4559,266.0,706.0,1013.0,312.0,-117.94,33.86,2.1432,197500.0,<1H OCEAN
4560,266.0,798.0,1017.0,253.0,-121.82,38.01,2.1719,99100.0,INLAND
4561,266.0,515.0,1166.0,268.0,-120.94,37.74,2.3469,90200.0,INLAND
4562,266.0,585.0,955.0,284.0,-122.24,37.77,2.3882,162500.0,NEAR BAY
4563,266.0,900.0,1183.0,289.0,-117.1,32.68,2.4943,99600.0,NEAR OCEAN
4564,266.0,612.0,1241.0,240.0,-121.03,37.62,2.8194,81300.0,INLAND
4565,266.0,672.0,1429.0,,-124.0,40.92,2.9485,98800.0,<1H OCEAN
4566,266.0,723.0,4126.0,903.0,-120.58,39.27,3.0147,118800.0,INLAND
4567,266.0,769.0,1821.0,316.0,-120.63,38.68,3.0789,131700.0,INLAND
4568,266.0,540.0,1190.0,251.0,-122.15,37.72,3.375,198300.0,NEAR BAY
4569,266.0,507.0,1469.0,312.0,-117.9,33.61,3.4937,500001.0,<1H OCEAN
4570,266.0,1333.0,1111.0,275.0,-118.44,34.27,3.5347,158100.0,<1H OCEAN
4571,266.0,753.0,1425.0,280.0,-119.45,36.58,3.7813,87300.0,INLAND
4572,266.0,847.0,1703.0,273.0,-117.31,34.39,3.7917,123400.0,INLAND
4573,266.0,556.0,1269.0,290.0,-122.03,37.37,3.8125,325000.0,<1H OCEAN
4574,266.0,662.0,1545.0,279.0,-120.86,37.77,3.825,96400.0,INLAND
4575,266.0,731.0,1465.0,262.0,-119.06,34.38,3.9464,230300.0,<1H OCEAN
4576,266.0,799.0,1699.0,272.0,-120.43,34.87,3.9871,157700.0,<1H OCEAN
4577,266.0,767.0,1378.0,269.0,-116.92,32.85,4.0625,145000.0,<1H OCEAN
4578,266.0,699.0,1491.0,259.0,-118.15,33.85,4.0781,217300.0,<1H OCEAN
4579,266.0,810.0,1731.0,311.0,-120.65,37.33,4.1058,107600.0,INLAND
4580,266.0,1338.0,1271.0,272.0,-118.42,34.28,4.125,150000.0,<1H OCEAN
4581,266.0,825.0,1562.0,272.0,-117.9,34.09,4.125,220800.0,<1H OCEAN
4582,266.0,517.0,1091.0,260.0,-118.45,34.15,4.1727,332600.0,<1H OCEAN
4583,266.0,631.0,1613.0,265.0,-121.51,38.53,4.25,191900.0,INLAND
4584,266.0,975.0,1515.0,253.0,-121.78,36.92,4.3906,241200.0,<1H OCEAN
4585,266.0,551.0,1342.0,291.0,-122.33,37.89,4.5268,207400.0,NEAR BAY
4586,266.0,887.0,1390.0,270.0,-117.91,34.07,5.0897,189000.0,<1H OCEAN
4587,266.0,618.0,1494.0,262.0,-118.4,34.01,5.4035,356300.0,<1H OCEAN
4588,266.0,620.0,1643.0,262.0,-122.18,37.81,5.4446,336700.0,NEAR BAY
4589,266.0,946.0,1803.0,267.0,-122.25,38.02,5.7001,205100.0,NEAR BAY
4590,266.0,668.0,1629.0,275.0,-118.41,33.97,6.1333,387200.0,<1H OCEAN
4591,266.0,740.0,1879.0,226.0,-118.35,34.0,6.431,492500.0,<1H OCEAN
4592,266.0,735.0,1788.0,267.0,-118.19,34.16,6.6009,375700.0,<1H OCEAN
4593,267.0,761.0,1377.0,289.0,-121.56,39.08,1.4934,48300.0,INLAND
4594,267.0,854.0,1347.0,282.0,-119.76,36.73,1.8723,52600.0,INLAND
4595,267.0,1180.0,1335.0,312.0,-120.41,36.77,1.947,68900.0,INLAND
4596,267.0,771.0,1354.0,258.0,-121.37,38.67,2.2723,78800.0,INLAND
4597,267.0,1243.0,862.0,280.0,-118.43,34.28,2.3724,154200.0,<1H OCEAN
4598,267.0,668.0,1435.0,294.0,-120.54,38.41,2.5667,77400.0,INLAND
4599,267.0,486.0,1088.0,305.0,-122.27,37.86,2.6071,250000.0,NEAR BAY
4600,267.0,730.0,1538.0,305.0,-120.65,38.42,2.6078,116700.0,INLAND
4601,267.0,1147.0,932.0,258.0,-117.91,33.85,2.7014,156700.0,<1H OCEAN
4602,267.0,603.0,1171.0,321.0,-117.33,33.03,2.8611,314300.0,NEAR OCEAN
4603,267.0,951.0,1175.0,260.0,-121.24,37.96,2.875,57700.0,INLAND
4604,267.0,1057.0,1689.0,378.0,-120.77,37.01,3.125,156300.0,INLAND
4605,267.0,610.0,1717.0,307.0,-117.29,34.14,3.125,97600.0,INLAND
4606,267.0,939.0,1053.0,266.0,-122.2,37.47,3.1989,320800.0,NEAR BAY
4607,267.0,749.0,1504.0,279.0,-122.04,37.99,3.2,134500.0,NEAR BAY
4608,267.0,490.0,1096.0,260.0,-117.25,32.8,3.2663,270600.0,NEAR OCEAN
